EventId,EventTemplate
315,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: <*>   libsystem_network.dylib             <*> __nw_create_backtrace_string + <*>   libsystem_network.dylib             <*> nw_path_evaluator_start_helper_connection + <*>   libdispatch.dylib                   <*> _dispatch_call_block_and_release + <*>   libdispatch.dylib                   <*> _dispatch_client_callout + <*>   libdispatch.dylib                   <*> _dispatch_queue_drain + <*>   libdispatch.dylib                   <*> _dispatch_queue_invoke + <*>   libdispatch.dylib                   <*> _dispatch_root_queue_drain + <*>   libdispatch.dylib                   <*> + <*>   libsystem_pthread.dylib             <*> _pthread_wqthread + <*>   libsystem_pthread.dylib             <*> start_wqthread + <*>"
316,[QL] No sandbox token for request <QLThumbnailRequest <*> it will probably fail
317,[HID] [MT] AppleMultitouchDevice::willTerminate entered
318,ARPT: <*> wl0: setup_keepalive: Local IP: <*>
319,<*> : Discoverable mode changed to Off
320,<*> <<<< CRABS >>>> crabsWaitForLoad: <*> Wait time out - <*> (msRequestTimeout <*>
321,KeychainGetICDPStatus: status: off
322,BuildActDeviceEntry enter
323,"CCLogTap::profileRemoved, Owner: <*> Name: OneStats"
324,network changed: <*> DNS Proxy SMB
325,<*> Asked to exit for Diskarb
326,<*> FigAgglomeratorSetObjectForKey signalled <*> (kFigStringConformerError_ParamErr) <*> key) at <*> line <*>
327,<*> dealloc
