Content,EventId,EventTemplate
[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Deleting instance files /var/lib/nova/instances/d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c_del,32,[instance: <*> Deleting instance files <*>
[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Deletion of /var/lib/nova/instances/d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c_del complete,0,[instance: <*> Deletion of <*> complete
[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Took 0.47 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Claim successful,3,[instance: <*> Claim successful
[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Took 18.98 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Took 19.79 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Deleting instance files /var/lib/nova/instances/17288ea8-cbf4-4f0e-94fe-853fd2735f29_del,32,[instance: <*> Deleting instance files <*>
[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Deletion of /var/lib/nova/instances/17288ea8-cbf4-4f0e-94fe-853fd2735f29_del complete,0,[instance: <*> Deletion of <*> complete
[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Took 0.57 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Claim successful,3,[instance: <*> Claim successful
[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Took 20.05 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Took 20.83 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Deleting instance files /var/lib/nova/instances/70c1714b-c11b-4c88-b300-239afe1f5ff8_del,32,[instance: <*> Deleting instance files <*>
[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Deletion of /var/lib/nova/instances/70c1714b-c11b-4c88-b300-239afe1f5ff8_del complete,0,[instance: <*> Deletion of <*> complete
[instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Took 0.47 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: bf8c824d-f099-4433-a41e-e3da7578262e] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Claim successful,3,[instance: <*> Claim successful
"While synchronizing instance power states, found 1 instances in the database and 0 instances on the hypervisor.",25,"While synchronizing instance power states, found <*> instances in the database and <*> instances on the hypervisor."
[instance: bf8c824d-f099-4433-a41e-e3da7578262e] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: bf8c824d-f099-4433-a41e-e3da7578262e] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Took 19.53 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Took 20.31 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Deleting instance files /var/lib/nova/instances/bf8c824d-f099-4433-a41e-e3da7578262e_del,32,[instance: <*> Deleting instance files <*>
[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Deletion of /var/lib/nova/instances/bf8c824d-f099-4433-a41e-e3da7578262e_del complete,0,[instance: <*> Deletion of <*> complete
[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Took 0.53 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Claim successful,3,[instance: <*> Claim successful
[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Took 19.16 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Took 19.97 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Deleting instance files /var/lib/nova/instances/be793e89-2cc3-4f99-9884-9c6a624a84bc_del,32,[instance: <*> Deleting instance files <*>
[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Deletion of /var/lib/nova/instances/be793e89-2cc3-4f99-9884-9c6a624a84bc_del complete,0,[instance: <*> Deletion of <*> complete
[instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] Took 0.46 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Claim successful,3,[instance: <*> Claim successful
[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Took 20.25 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Took 21.08 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Deleting instance files /var/lib/nova/instances/a015cf14-84bb-4156-a48d-7c4824ac7a9d_del,32,[instance: <*> Deleting instance files <*>
[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Deletion of /var/lib/nova/instances/a015cf14-84bb-4156-a48d-7c4824ac7a9d_del complete,0,[instance: <*> Deletion of <*> complete
[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Took 0.57 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: d96a117b-0193-4549-bdcc-63b917273d1d] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Claim successful,3,[instance: <*> Claim successful
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Took 19.74 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Took 20.55 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Deleting instance files /var/lib/nova/instances/d96a117b-0193-4549-bdcc-63b917273d1d_del,32,[instance: <*> Deleting instance files <*>
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Deletion of /var/lib/nova/instances/d96a117b-0193-4549-bdcc-63b917273d1d_del complete,0,[instance: <*> Deletion of <*> complete
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Took 0.45 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Claim successful,3,[instance: <*> Claim successful
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Took 19.19 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Took 20.05 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Deleting instance files /var/lib/nova/instances/d6b7bd36-2943-4363-9235-fffdd89ea40e_del,32,[instance: <*> Deleting instance files <*>
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Deletion of /var/lib/nova/instances/d6b7bd36-2943-4363-9235-fffdd89ea40e_del complete,0,[instance: <*> Deletion of <*> complete
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Took 0.45 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Claim successful,3,[instance: <*> Claim successful
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Took 20.29 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Took 21.05 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Deleting instance files /var/lib/nova/instances/127e769a-4fe6-4548-93b1-513ac51e0452_del,32,[instance: <*> Deleting instance files <*>
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Deletion of /var/lib/nova/instances/127e769a-4fe6-4548-93b1-513ac51e0452_del complete,0,[instance: <*> Deletion of <*> complete
[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Took 0.47 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Claim successful,3,[instance: <*> Claim successful
[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Took 20.03 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Took 20.79 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Deleting instance files /var/lib/nova/instances/c62f4f25-982c-4ea2-b5e4-93000edfcfbf_del,32,[instance: <*> Deleting instance files <*>
[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Deletion of /var/lib/nova/instances/c62f4f25-982c-4ea2-b5e4-93000edfcfbf_del complete,0,[instance: <*> Deletion of <*> complete
[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Took 0.58 seconds to deallocate network for instance.,11,[instance: <*> Took <*> seconds to deallocate network for instance.
"[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",2,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
"[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Total memory: 64172 MB, used: 512.00 MB",15,"[instance: <*> Total memory: <*> MB, used: <*> MB"
"[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Total disk: 15 GB, used: 0.00 GB",13,"[instance: <*> Total disk: <*> GB, used: <*> GB"
"[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] disk limit not specified, defaulting to unlimited",17,"[instance: <*> disk limit not specified, defaulting to unlimited"
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Claim successful,3,[instance: <*> Claim successful
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] VM Started (Lifecycle Event),30,[instance: <*> VM Started (Lifecycle Event)
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] During sync_power_state the instance has a pending task (spawning). Skip.,27,[instance: <*> During sync_power_state the instance has a pending task (spawning). Skip.
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Instance spawned successfully.,31,[instance: <*> Instance spawned successfully.
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Took 19.47 seconds to spawn the instance on the hypervisor.,24,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.
[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Took 20.22 seconds to build instance.,22,[instance: <*> Took <*> seconds to build instance.
