EventId,EventTemplate,Occurrences
540ddad4,<*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,1
2bc6deed,Telling CSI to go low power.,1
36c79d70,<*> (Fig) signalled <*>,1
3af4bb40,Session <*> destroyed,1
3c36506b,<*> dealloc,1
3d88db85,-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,1
3ec86991,Could not get event name for stream/token: <*> Request for stale data,1
382f5e64,<*> main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: <*> }) to <*>,1
40121dfc,<IMMacNotificationCenterManager: <*>   DND Enabled: NO,1
404af4a7,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,1
40ff4c36,<*> -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,1
41ca1f3b,<*> dealloc,1
43b40b33,network changed: <*> DNS- Proxy-,1
45b62360,CCFile::copyFile fileName is <*> source <*> dest <*>,1
45bea0ba,"Google Chrome <*> triggered unnest of range <*> of DYLD shared region in VM map <*> While not abnormal for debuggers, this increases system memory footprint until the target exits.",1
477f5228,-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier com.apple.LSSharedFileList.RecentApplications,1
5109ec4c,Service exited with abnormal code: <*>,1
47ab2462,payload Data <*>,1
48645cf1,"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain <*> ""(null)"" <*> CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash <*> = immutable dict, count = <*> entries => <*> : Connection = <CFString <*> = ""keep-alive""} <*> : Content-Type = text/html <*> : Content-Length = <*> : Server = nginx <*> : Date = <CFString <*> = ""Fri, <*> Jul <*> GMT""} } }]",1
48d03a8b,CCFile::copyFile fileName is <*> source <*> dest <*>,1
493b9254,hibernate_page_list_setall(preflight <*> start,1
49a3bab2,Internal name did not resolve to internal address!,1
49f127a0,<IMMacNotificationCenterManager: <*> Updating enabled: NO   (Topics: ( )),1
34fb4af9,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,1
4c518767,<*> : BTLE discovered device with hash <*>,1
34c0c1f6,<*> -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: <*>,1
4e3a18a8,CCFile::copyFile fileName is <*> source <*> dest <*>,1
4f3a1341,CCFile::copyFile fileName is <*> source <*> dest <*>,1
4f583472,network changed: <*> DNS Proxy SMB,1
2c25f142,"<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.",1
75e6bfe2,Error in CoreDragRemoveReceiveHandler: <*>,1
b1ad7755,<<<< MediaValidator >>>> <*> Unrecognized codec <*> Failed codec specific check.,1
172a8b45,CCFile::copyFile fileName is <*> source <*> dest <*>,1
91df3620,CCFile::copyFile fileName is <*> source <*> dest <*>,1
9437f4fc,CCFile::copyFile fileName is <*> source <*> dest <*>,1
94b92341,<*> main() Fetcher is exiting.,1
95e2a5a3,"<*> -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" <*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=NO > >> <*> isProcessing=NO <*> currentActionErrors=0 <*> actionQueue=( ) > delegate=(null) <*> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> <*> >",1
98709a6a,Daemon connection invalidated!,1
99df43f7,could discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,1
9ac7bbe1,could discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,1
9e81b724,hibernate_machine_init: state <*> image pages <*> sum was <*> imageSize <*> image1Size <*> conflictCount <*> nextFree <*>,1
9eef0e32,"<*> +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate <*> exists and certificate <*> exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""com.google.Keystone"")'",1
9ff2c699,<*> -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: <*>,1
a0304b7e,full wake promotion (reason <*> ms,1
a0d20433,CCFile::copyFile fileName is <*> source <*> dest <*>,1
a184ca72,CCFile::copyFile fileName is <*> source <*> dest <*>,1
1fd2bf0f,<*> main() Fetcher received a request: <NSMutableURLRequest: <*> { URL: <*> },1
a21373d4,network changed: DNS*,1
a3227cf5,<*> main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: <*> }) to <*>,1
a338a6e8,<*> dealloc,1
a4c391c2,device_generate_lock_screen_screenshot: authw <*> shield <*> dev <*>,1
a52eafe1,<*> -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id: <*>,1
169c71dc,<*> KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.,1
a7db0127,<*> mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled <*> (kFigMediaValidatorError_VideoCodecNotSupported) (video codec <*> at  line <*>,1
a9d25eb5,"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set <*> in environment to log backtraces.",1
aa72a07c,[QL] No sandbox token for request <QLThumbnailRequest <*> it will probably fail,1
aaf79c0c,[BluetoothHIDDeviceController] EventServiceDisconnectedCallback,1
aca1b330,[HID] [MT] AppleActuatorHIDEventDriver::start entered,1
adf6af98,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, <*>",1
1f8d0ffc,<*> dealloc,1
904fde5d,CCFile::copyFile fileName is <*> source <*> dest <*>,1
765594b4,"<IMMacNotificationCenterManager: <*> Updating enabled: YES   (Topics: ( ""com.apple.private.alloy.icloudpairing"", ""com.apple.private.alloy.continuity.encryption"", ""com.apple.private.alloy.continuity.activity"", ""com.apple.ess"", ""com.apple.private.ids"", ""com.apple.private.alloy.phonecontinuity"", ""com.apple.madrid"", ""com.apple.private.ac"", ""com.apple.private.alloy.phone.auth"", ""com.apple.private.alloy.keychainsync"", ""com.apple.private.alloy.fmf"", ""com.apple.private.alloy.sms"", ""com.apple.private.alloy.screensharing"", ""com.apple.private.alloy.maps"", ""com.apple.private.alloy.thumper.keys"", ""com.apple.private.alloy.continuity.tethering"" ))",1
82b9999e,<*> -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,1
2bc0e2ba,<*> ERROR:    <*> timed out after <*>,1
7725026e,AppleActuatorDeviceUserClient::start Entered,1
295975f9,<*> -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <*> productID=com.google.Chrome <*> path=/Applications/Google Chrome.app> serverType=Omaha <*> tagPath=/Applications/Google Chrome.app/Contents/Info.plist tagKey=KSChannelID brandPath=/Users/xpc/Library/Google/Google Chrome Brand.plist brandKey=KSBrandID versionPath=/Applications/Google Chrome.app/Contents/Info.plist versionKey=KSVersion <*> cohortName=Stable <*> > )} Using server: <*> >,1
7a2584cd,CCFile::copyFile fileName is <*> source <*> dest <*>,1
7a896c20,PMStats: Hibernate read took <*> ms,1
7b985a7d,PM response took <*> ms <*> QQ),1
28f62078,kern_open_file_for_direct_io took <*> ms,1
7e0b55ef,"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".",1
81437d63,<*> -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: <*>,1
820d392f,hciControllerOnline; HID devices? <*>,1
824571a9,"arp_client_transmit(en0) failed, Network is down <*>",1
8274cb77,"network_reachability_changed : network is not reachable, netbiosd is shutting down",1
82fb3eae,CCFile::copyFile fileName is <*> source <*> dest <*>,1
2267459e,-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.,1
270ce03a,<*> : Started generating hashes,1
24e0fa9d,CFNetwork SSLHandshake failed <*>,1
24d2420f,CCFile::copyFile fileName is <*> source <*> dest <*>,1
2408d977,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",1
88439c38,vm_compressor_fastwake_warmup completed - took <*> msecs,1
892fc058,CCFile::copyFile fileName is <*> source <*> dest <*>,1
23f1bc9c,CCFile::copyFile fileName is <*> source <*> dest <*>,1
8d60a944,Checking iCDP status for DSID <*>,1
8e2f2a06,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by <*>  ****,1
8e3606c3,hibernate_teardown completed - discarded <*>,1
8ee55528,ARPT: <*> wlc_dump_aggfifo:,1
8f7d765f,<*>,1
ffe84640,Session <*> destroyed,1
