LogId,Node,Component,State,Time,Flag,Content
124216,gige1,gige,temperature,1111286054,1,warning
124170,gige1,gige,temperature,1111273753,1,warning
124124,gige3,gige,temperature,1111258570,1,warning
118270,gige2,gige,temperature,1111182908,1,normal
118228,gige2,gige,temperature,1111173008,1,warning
111952,node-97,node,temperature,1111072025,1,ambient=35
126122,node-232,node,temperature,1111798051,1,ambient=33
126093,node-135,node,temperature,1111797870,1,ambient=32
126054,node-141,node,temperature,1111797510,1,ambient=31
126049,node-242,node,temperature,1111797480,1,ambient=31
125920,gige7,gige,temperature,1111792040,1,critical
125729,gige5,gige,temperature,1111693818,1,warning
125532,gige5,gige,temperature,1111613118,1,warning
124948,gige2,gige,temperature,1111488013,1,normal
124947,gige2,gige,temperature,1111487713,1,warning
124701,gige1,gige,temperature,1111438759,1,warning
124625,gige5,gige,temperature,1111413911,1,warning
141025,node-113,node,temperature,1112395021,1,ambient=27
140533,gige5,gige,temperature,1112280080,1,normal
139872,node-93,node,temperature,1112115481,1,ambient=33
138597,gige6,gige,temperature,1111943595,1,normal
138555,gige6,gige,temperature,1111928595,1,normal
147904,gige6,gige,temperature,1112888964,1,normal
147779,gige7,gige,temperature,1112816360,1,warning
147517,node-70,node,temperature,1112734890,1,ambient=32
147327,gige5,gige,temperature,1112704897,1,warning
147280,node-238,node,temperature,1112688811,1,ambient=30
147279,gige3,gige,temperature,1112688738,1,normal
146876,gige5,gige,temperature,1112544988,1,warning
159193,gige6,gige,temperature,1113645796,1,warning
155760,gige5,gige,temperature,1113610268,1,warning
155652,gige7,gige,temperature,1113559395,1,normal
155643,gige7,gige,temperature,1113554594,1,critical
155613,gige4,gige,temperature,1113543556,1,warning
155522,gige5,gige,temperature,1113509172,1,warning
155332,gige5,gige,temperature,1113456065,1,warning
155294,gige7,gige,temperature,1113442992,1,critical
155289,node-139,node,temperature,1113441604,1,ambient=34
154200,gige2,gige,temperature,1113298318,1,warning
153760,node-236,node,temperature,1113250590,1,ambient=27
153488,gige6,gige,temperature,1113144874,1,normal
153474,gige4,gige,temperature,1113137369,1,warning
166381,node-215,node,temperature,1114096282,1,ambient=23
169704,gige4,gige,temperature,1114120157,1,normal
176320,gige7,gige,temperature,1114274309,1,warning
183966,gige6,gige,temperature,1114918724,1,normal
179416,node-244,node,temperature,1114763670,1,ambient=29
179410,gige4,gige,temperature,1114762773,1,normal
178946,node-114,node,temperature,1114669020,1,ambient=28
178846,node-241,node,temperature,1114642410,1,ambient=26
177386,gige6,gige,temperature,1114545212,1,normal
177118,node-243,node,temperature,1114465230,1,ambient=28
189804,node-240,node,temperature,1115511240,1,ambient=25
185349,node-86,node,temperature,1115269410,1,ambient=24
185020,gige4,gige,temperature,1115247878,1,warning
190782,node-255,node,temperature,1116036905,1,ambient=34
190669,node-166,node,temperature,1116014551,1,ambient=31
190500,gige7,gige,temperature,1115931540,1,critical
190419,gige5,gige,temperature,1115894507,1,normal
205135,node-67,node,temperature,1116531298,1,ambient=28
207216,node-80,node,temperature,1116538204,1,ambient=30
207240,node-189,node,temperature,1116538205,1,ambient=33
207254,node-54,node,temperature,1116538205,1,ambient=31
207333,node-198,node,temperature,1116539762,1,ambient=31
207349,node-55,node,temperature,1116539787,1,ambient=33
209931,node-176,node,temperature,1116601733,1,ambient=32
210653,node-223,node,temperature,1116602075,1,ambient=27
213496,node-75,node,temperature,1116612015,1,ambient=29
217083,gige7,gige,temperature,1116640501,1,warning
217146,gige7,gige,temperature,1116685205,1,critical
218807,gige6,gige,temperature,1117170619,1,normal
218381,gige7,gige,temperature,1117120516,1,warning
218172,gige7,gige,temperature,1117044015,1,normal
217921,gige7,gige,temperature,1116963312,1,warning
217384,gige6,gige,temperature,1116789307,1,normal
217344,gige6,gige,temperature,1116771007,1,normal
231230,gige4,gige,temperature,1117581672,1,normal
230781,gige7,gige,temperature,1117520719,1,normal
230496,gige6,gige,temperature,1117489521,1,warning
241069,gige4,gige,temperature,1118461882,1,normal
241019,gige6,gige,temperature,1118436040,1,normal
240873,gige7,gige,temperature,1118360437,1,normal
240782,gige6,gige,temperature,1118295037,1,normal
240702,gige6,gige,temperature,1118280037,1,warning
240641,gige7,gige,temperature,1118270735,1,normal
240511,gige6,gige,temperature,1118186737,1,normal
240399,gige7,gige,temperature,1118112635,1,normal
257180,gige6,gige,temperature,1119070315,1,warning
262646,gige4,gige,temperature,1119093476,1,normal
272910,gige3,gige,temperature,1119744967,1,warning
272853,gige7,gige,temperature,1119710825,1,critical
269486,gige7,gige,temperature,1119658625,1,normal
269014,gige7,gige,temperature,1119541023,1,warning
281216,gige3,gige,temperature,1120354574,1,warning
281126,gige3,gige,temperature,1120304472,1,warning
277688,gige7,gige,temperature,1120225336,1,critical
277575,gige7,gige,temperature,1120164132,1,warning
277041,gige3,gige,temperature,1119985870,1,normal
277038,gige4,gige,temperature,1119984490,1,warning
276977,node-212,node,temperature,1119972360,1,ambient=25
276947,gige6,gige,temperature,1119966728,1,warning
276921,gige6,gige,temperature,1119953528,1,warning
276353,gige3,gige,temperature,1119836470,1,warning
285669,node-120,node,temperature,1120882920,1,ambient=28
285349,node-95,node,temperature,1120807232,1,ambient=33
285294,node-95,node,temperature,1120784281,1,ambient=33
285232,node-90,node,temperature,1120765771,1,ambient=36
284710,node-161,node,temperature,1120680847,1,ambient=36
284566,node-116,node,temperature,1120659780,1,ambient=28
284160,gige7,gige,temperature,1120556837,1,warning
290254,gige7,gige,temperature,1121400147,1,critical
290139,node-159,node,temperature,1121375430,1,ambient=35
289970,gige6,gige,temperature,1121318857,1,normal
289193,gige3,gige,temperature,1121126193,1,warning
289181,node-218,node,temperature,1121124240,1,ambient=29
288975,gige6,gige,temperature,1121048549,1,warning
288882,gige6,gige,temperature,1121010147,1,warning
307487,gige4,gige,temperature,1122195175,1,warning
318114,gige4,gige,temperature,1122807481,1,warning
317892,gige4,gige,temperature,1122755580,1,normal
314014,node-228,node,temperature,1122565110,1,ambient=25
313879,gige6,gige,temperature,1122529625,1,normal
313753,gige7,gige,temperature,1122502623,1,normal
313234,node-133,node,temperature,1122335162,1,ambient=34
313169,node-176,node,temperature,1122334380,1,ambient=35
312853,node-12,node,temperature,1122319890,1,ambient=36
312821,node-23,node,temperature,1122317820,1,ambient=35
312505,gige7,gige,temperature,1122289618,1,warning
323620,gige3,gige,temperature,1123303567,1,warning
323469,gige7,gige,temperature,1123268232,1,warning
322167,gige7,gige,temperature,1123098731,1,warning
322105,gige4,gige,temperature,1123054982,1,normal
322072,gige6,gige,temperature,1123032131,1,warning
321663,node-109,node,temperature,1122928071,1,ambient=27
321485,gige4,gige,temperature,1122862981,1,warning
41,node-23,node,temperature,1123705518,1,ambient=29
98,node-206,node,temperature,1123705544,1,ambient=26
160,node-222,node,temperature,1123706820,1,ambient=26
557,node-158,node,temperature,1123708507,1,ambient=30
1091,gige3,gige,temperature,1123712436,1,warning
1574,gige6,gige,temperature,1123832800,1,normal
1674,gige7,gige,temperature,1123867002,1,warning
1755,gige7,gige,temperature,1123896401,1,normal
15077,gige7,gige,temperature,1124455610,1,normal
15135,gige4,gige,temperature,1124477566,1,warning
26607,gige7,gige,temperature,1124991417,1,warning
26553,gige7,gige,temperature,1124967716,1,warning
26385,gige3,gige,temperature,1124924165,1,warning
26334,gige3,gige,temperature,1124895065,1,normal
26225,gige6,gige,temperature,1124857316,1,warning
24723,gige6,gige,temperature,1124654213,1,warning
37279,gige3,gige,temperature,1125743188,1,normal
35410,gige7,gige,temperature,1125678723,1,normal
32680,node-196,node,temperature,1125447841,1,ambient=24
32520,gige7,gige,temperature,1125430919,1,normal
32503,node-226,node,temperature,1125430560,1,ambient=30
32496,node-242,node,temperature,1125430411,1,ambient=31
32407,node-80,node,temperature,1125423420,1,ambient=33
32328,node-166,node,temperature,1125421620,1,ambient=31
47196,gige7,gige,temperature,1126281735,1,normal
46807,gige4,gige,temperature,1126181283,1,warning
45833,gige6,gige,temperature,1126060332,1,normal
39641,gige6,gige,temperature,1125893831,1,warning
39375,gige3,gige,temperature,1125876685,1,warning
47306,gige6,gige,temperature,1126315336,1,warning
47324,node-46,node,temperature,1126319850,1,ambient=27
47351,gige3,gige,temperature,1126332995,1,normal
48285,node-246,node,temperature,1126363680,1,ambient=29
48313,node-121,node,temperature,1126366020,1,ambient=31
59663,gige4,gige,temperature,1126835843,1,normal
66528,gige6,gige,temperature,1126992985,1,warning
74681,gige4,gige,temperature,1127529154,1,warning
74599,gige4,gige,temperature,1127513254,1,warning
74503,node-165,node,temperature,1127509530,1,ambient=30
74471,node-28,node,temperature,1127507370,1,ambient=32
74327,gige7,gige,temperature,1127466391,1,warning
73580,node-149,node,temperature,1127289450,1,ambient=29
73035,gige6,gige,temperature,1127171787,1,normal
80742,node-212,node,temperature,1127580150,1,ambient=24
91359,node-117,node,temperature,1128146611,1,ambient=30
91307,gige3,gige,temperature,1128140438,1,warning
91099,node-239,node,temperature,1128121110,1,ambient=28
90766,node-154,node,temperature,1128090030,1,ambient=34
90706,node-227,node,temperature,1128087510,1,ambient=25
90571,node-240,node,temperature,1128071251,1,ambient=26
90446,node-227,node,temperature,1128058591,1,ambient=25
90309,node-227,node,temperature,1128043770,1,ambient=25
90256,node-227,node,temperature,1128036930,1,ambient=25
89726,node-237,node,temperature,1127970240,1,ambient=27
88896,node-112,node,temperature,1127858430,1,ambient=30
88524,gige7,gige,temperature,1127805997,1,warning
88301,node-31,node,temperature,1127779980,1,ambient=31
87994,node-14,node,temperature,1127746890,1,ambient=29
87957,gige4,gige,temperature,1127740956,1,warning
87888,gige3,gige,temperature,1127731836,1,warning
98691,node-238,node,temperature,1128232080,1,ambient=28
98807,node-67,node,temperature,1128237243,1,ambient=28
112690,gige6,gige,temperature,1128819714,1,normal
112636,gige3,gige,temperature,1128807948,1,normal
108135,node-234,node,temperature,1128750244,1,ambient=25
108039,node-245,node,temperature,1128731340,1,ambient=30
107885,node-139,node,temperature,1128717151,1,ambient=30
107355,node-243,node,temperature,1128677790,1,ambient=26
107123,gige4,gige,temperature,1128638866,1,warning
106908,node-234,node,temperature,1128605040,1,ambient=25
106121,gige4,gige,temperature,1128486765,1,warning
106107,node-110,node,temperature,1128485251,1,ambient=29
105925,gige4,gige,temperature,1128444765,1,normal
105589,node-231,node,temperature,1128355020,1,ambient=29
105329,node-229,node,temperature,1128323820,1,ambient=27
105277,gige3,gige,temperature,1128317445,1,warning
105218,node-246,node,temperature,1128307170,1,ambient=26
105201,gige3,gige,temperature,1128304844,1,normal
105166,gige7,gige,temperature,1128298902,1,normal
105013,gige7,gige,temperature,1128273402,1,warning
124392,node-227,node,temperature,1129414680,1,ambient=25
124249,gige7,gige,temperature,1129373817,1,warning
122478,gige7,gige,temperature,1129368717,1,normal
121756,node-233,node,temperature,1129356780,1,ambient=28
121634,node-88,node,temperature,1129326780,1,ambient=29
120755,node-233,node,temperature,1129305602,1,ambient=28
120039,gige6,gige,temperature,1129263419,1,normal
119973,node-105,node,temperature,1129243651,1,ambient=30
118999,node-48,node,temperature,1129152541,1,ambient=30
118614,node-247,node,temperature,1129131870,1,ambient=27
118574,gige3,gige,temperature,1129121155,1,normal
118491,node-227,node,temperature,1129105830,1,ambient=28
118358,gige3,gige,temperature,1129078855,1,warning
117682,gige6,gige,temperature,1128949016,1,normal
117530,node-104,node,temperature,1128922170,1,ambient=30
148089,gige3,gige,temperature,1129897264,1,normal
147747,gige7,gige,temperature,1129829823,1,normal
163574,node-113,node,temperature,1130664241,1,ambient=30
163424,node-241,node,temperature,1130652991,1,ambient=27
163206,gige3,gige,temperature,1130632279,1,warning
162000,node-115,node,temperature,1130582460,1,ambient=26
160223,node-113,node,temperature,1130569170,1,ambient=27
159900,node-237,node,temperature,1130535210,1,ambient=24
159023,gige7,gige,temperature,1130469428,1,normal
158572,node-231,node,temperature,1130390160,1,ambient=26
156104,node-109,node,temperature,1130358332,1,ambient=31
155335,gige7,gige,temperature,1130287327,1,warning
155242,gige6,gige,temperature,1130271428,1,warning
154670,node-243,node,temperature,1130177820,1,ambient=29
154630,node-115,node,temperature,1130172270,1,ambient=29
154424,gige3,gige,temperature,1130137268,1,warning
154188,node-113,node,temperature,1130090640,1,ambient=27
154068,gige7,gige,temperature,1130069824,1,normal
176845,node-16,node,temperature,1131226925,1,ambient=33
163677,node-237,node,temperature,1130673420,1,ambient=30
173985,node-130,node,temperature,1131220932,1,ambient=29
170998,node-78,node,temperature,1131216252,1,ambient=33
167818,gige3,gige,temperature,1130949082,1,normal
167448,node-119,node,temperature,1130880870,1,ambient=29
167414,gige7,gige,temperature,1130878335,1,warning
167256,node-237,node,temperature,1130853781,1,ambient=30
167189,node-115,node,temperature,1130845650,1,ambient=29
167091,node-227,node,temperature,1130833170,1,ambient=28
167030,node-240,node,temperature,1130825340,1,ambient=32
167025,gige4,gige,temperature,1130825000,1,warning
166502,node-114,node,temperature,1130781811,1,ambient=28
166309,node-242,node,temperature,1130770290,1,ambient=28
166161,gige4,gige,temperature,1130758999,1,warning
207192,gige5,gige,temperature,1131716359,1,normal
204253,gige5,gige,temperature,1131439295,1,normal
203805,gige4,gige,temperature,1131366874,1,warning
227361,node-214,node,temperature,1132274790,1,ambient=29
227833,node-67,node,temperature,1132284720,1,ambient=30
227957,node-157,node,temperature,1132285800,1,ambient=31
228160,node-187,node,temperature,1132287030,1,ambient=31
228175,node-33,node,temperature,1132287150,1,ambient=34
243555,gige3,gige,temperature,1132547419,1,warning
263026,node-250,node,temperature,1133576640,1,ambient=36
261998,node-65,node,temperature,1133387520,1,ambient=33
275632,node-220,node,temperature,1134164880,1,ambient=25
275052,node-250,node,temperature,1133856960,1,ambient=36
285651,node-33,node,temperature,1134668085,1,ambient=33
288181,node-173,node,temperature,1134671246,1,ambient=25
303686,gige3,gige,temperature,1135185449,1,normal
303647,gige3,gige,temperature,1135163847,1,normal
303523,gige3,gige,temperature,1135051042,1,normal
311373,gige3,gige,temperature,1136079262,1,warning
312587,node-116,node,temperature,1136537520,1,ambient=30
312445,gige3,gige,temperature,1136462966,1,normal
312232,gige3,gige,temperature,1136305464,1,normal
312131,node-97,node,temperature,1136206230,1,ambient=33
313273,node-249,node,temperature,1136914380,1,ambient=37
313257,gige6,gige,temperature,1136905246,1,warning
313146,node-66,node,temperature,1136846130,1,ambient=27
315731,node-41,node,temperature,1138153620,1,ambient=30
315644,node-249,node,temperature,1138132001,1,ambient=35
315096,node-152,node,temperature,1138047991,1,ambient=27
315071,node-175,node,temperature,1138046940,1,ambient=29
321202,gige6,gige,temperature,1139481957,1,warning
321182,gige3,gige,temperature,1139469899,1,normal
320143,node-222,node,temperature,1139331900,1,ambient=28
335435,gige3,gige,temperature,1140254414,1,normal
334882,node-231,node,temperature,1140199680,1,ambient=28
334573,node-241,node,temperature,1140184290,1,ambient=27
334522,node-239,node,temperature,1140174390,1,ambient=26
334127,node-231,node,temperature,1140143250,1,ambient=25
334100,node-51,node,temperature,1140142440,1,ambient=30
333962,node-43,node,temperature,1140139500,1,ambient=35
333864,node-145,node,temperature,1140138780,1,ambient=32
333848,node-168,node,temperature,1140138750,1,ambient=29
333509,node-168,node,temperature,1140135990,1,ambient=35
333067,gige7,gige,temperature,1140124268,1,critical
341488,node-240,node,temperature,1140266130,1,ambient=27
341499,node-242,node,temperature,1140267870,1,ambient=29
341605,node-227,node,temperature,1140281700,1,ambient=28
341711,node-233,node,temperature,1140296011,1,ambient=28
355102,node-238,node,temperature,1140888121,1,ambient=25
355008,node-238,node,temperature,1140877380,1,ambient=25
349339,node-235,node,temperature,1140676800,1,ambient=27
348402,node-241,node,temperature,1140555150,1,ambient=30
348398,node-236,node,temperature,1140554910,1,ambient=28
348173,gige7,gige,temperature,1140469273,1,critical
348112,node-238,node,temperature,1140446850,1,ambient=25
366358,gige6,gige,temperature,1141480585,1,normal
361170,node-245,node,temperature,1141238460,1,ambient=27
360990,gige6,gige,temperature,1141136483,1,normal
360474,node-236,node,temperature,1141005000,1,ambient=25
360467,node-114,node,temperature,1141003082,1,ambient=28
381136,node-88,node,temperature,1142037660,1,ambient=33
380953,node-21,node,temperature,1141983900,1,ambient=36
380813,node-98,node,temperature,1141951865,1,ambient=30
379973,node-48,node,temperature,1141835730,1,ambient=36
379970,node-63,node,temperature,1141834980,1,ambient=33
379954,gige6,gige,temperature,1141834439,1,normal
379511,node-184,node,temperature,1141817851,1,ambient=31
379230,gige3,gige,temperature,1141762078,1,normal
374787,node-91,node,temperature,1141676911,1,ambient=27
372864,node-34,node,temperature,1141676137,1,ambient=26
371466,gige3,gige,temperature,1141598132,1,warning
387363,gige7,gige,temperature,1142103247,1,critical
401995,gige4,gige,temperature,1142584554,1,normal
402021,gige3,gige,temperature,1142592234,1,normal
402094,node-37,node,temperature,1142615010,1,ambient=33
402312,gige7,gige,temperature,1142637295,1,warning
408247,gige3,gige,temperature,1142754835,1,normal
416519,node-159,node,temperature,1143214291,1,ambient=36
415931,node-84,node,temperature,1143096421,1,ambient=33
415780,gige3,gige,temperature,1143058438,1,normal
415395,node-194,node,temperature,1142947861,1,ambient=26
431593,node-233,node,temperature,1143831330,1,ambient=25
431548,node-114,node,temperature,1143825180,1,ambient=27
431421,node-110,node,temperature,1143811410,1,ambient=31
428615,node-229,node,temperature,1143728610,1,ambient=25
428555,node-220,node,temperature,1143724650,1,ambient=28
428281,gige5,gige,temperature,1143696187,1,warning
426064,gige6,gige,temperature,1143571810,1,normal
425832,node-121,node,temperature,1143482567,1,ambient=32
425772,node-80,node,temperature,1143482491,1,ambient=33
425740,node-138,node,temperature,1143482449,1,ambient=28
425701,node-36,node,temperature,1143482413,1,ambient=31
425504,gige7,gige,temperature,1143447307,1,critical
425034,gige3,gige,temperature,1143379144,1,normal
436350,node-241,node,temperature,1143896370,1,ambient=30
436394,node-239,node,temperature,1143899370,1,ambient=29
436897,node-114,node,temperature,1143962820,1,ambient=30
448165,gige3,gige,temperature,1144567339,1,normal
445454,gige6,gige,temperature,1144440503,1,normal
445396,gige6,gige,temperature,1144416803,1,normal
443918,gige4,gige,temperature,1144223486,1,warning
443814,gige7,gige,temperature,1144183213,1,warning
442984,node-114,node,temperature,1144018980,1,ambient=27
454305,gige6,gige,temperature,1145174613,1,normal
451250,gige7,gige,temperature,1144890808,1,critical
451247,gige7,gige,temperature,1144889909,1,warning
451175,gige7,gige,temperature,1144867107,1,warning
450483,gige6,gige,temperature,1144802008,1,normal
450206,gige3,gige,temperature,1144711043,1,warning
450087,gige3,gige,temperature,1144667241,1,normal
449962,gige6,gige,temperature,1144627407,1,warning
458832,node-115,node,temperature,1145540522,1,ambient=28
460291,node-103,node,temperature,1145551988,1,ambient=26
462282,node-94,node,temperature,1145552738,1,ambient=34
465923,gige7,gige,temperature,1145638393,1,warning
466009,gige3,gige,temperature,1145664432,1,warning
480082,gige7,gige,temperature,1146100398,1,critical
479981,gige4,gige,temperature,1146058156,1,warning
2569061,Interconnect-0N03,switch_module,error,1074120426,1,Linkerror event interval expired
2570021,node-5,action,error,1074121927,1,risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>
27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue
72725,3398,boot_cmd,error,1108648264,1,Failed subcommands 3406
207120,Interconnect-0N02,switch_module,error,1116534650,1,link errors remain current
2573188,node-129,unix.hw,net.niff.up,1074131255,1,NIFF: node node-129 has detected an available network connection on network 10.128.0.0 via interface ee0
