Month,Date,Time,Level,Component,PID,Content
Jul,9,11:35:59,combo,ftpd,23033,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
Jul,9,11:35:59,combo,ftpd,23042,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
Jul,9,11:35:59,combo,ftpd,23034,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005
Jul,9,12:16:49,combo,ftpd,23140,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
Jul,9,12:16:49,combo,ftpd,23143,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
Jul,9,12:16:49,combo,ftpd,23142,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
Jul,9,12:16:49,combo,ftpd,23141,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
Jul,9,12:16:49,combo,ftpd,23144,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
Jul,9,12:16:49,combo,ftpd,23145,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
Jul,9,12:16:49,combo,ftpd,23146,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
Jul,9,12:16:49,combo,ftpd,23148,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
Jul,9,12:16:49,combo,ftpd,23149,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
Jul,9,12:16:49,combo,ftpd,23150,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
Jul,9,12:16:49,combo,ftpd,23147,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005
Jul,9,12:16:51,combo,ftpd,23151,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005
Jul,9,12:16:51,combo,ftpd,23152,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005
Jul,9,12:16:51,combo,ftpd,23153,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005
Jul,9,12:16:51,combo,ftpd,23155,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005
Jul,9,12:16:51,combo,ftpd,23154,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005
Jul,9,12:16:52,combo,ftpd,23156,connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005
Jul,9,12:16:52,combo,ftpd,23157,connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005
Jul,9,12:59:44,combo,ftpd,23204,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23216,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23215,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23205,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23217,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23206,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23207,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23208,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23209,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23219,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23210,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23218,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23213,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23212,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23211,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23220,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23214,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:44,combo,ftpd,23221,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005
Jul,9,12:59:45,combo,ftpd,23222,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005
Jul,9,12:59:45,combo,ftpd,23223,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005
Jul,9,12:59:45,combo,ftpd,23224,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005
Jul,9,12:59:45,combo,ftpd,23225,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005
Jul,9,12:59:45,combo,ftpd,23226,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005
Jul,9,22:53:19,combo,ftpd,24085,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005
Jul,9,22:53:19,combo,ftpd,24088,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005
Jul,9,22:53:19,combo,ftpd,24087,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005
Jul,9,22:53:19,combo,ftpd,24089,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005
Jul,9,22:53:19,combo,ftpd,24090,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005
Jul,9,22:53:19,combo,ftpd,24091,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005
Jul,9,22:53:22,combo,ftpd,24081,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24071,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24077,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24086,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24069,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24074,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24079,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24072,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24076,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24075,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24078,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24080,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24084,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24070,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24083,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24082,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,9,22:53:22,combo,ftpd,24073,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005
Jul,10,03:55:15,combo,ftpd,24513,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24512,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24519,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24514,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24515,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24516,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24517,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24521,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24520,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24522,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24518,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24523,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24524,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24525,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24526,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24527,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24528,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24529,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24530,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24531,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24532,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24533,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,03:55:15,combo,ftpd,24534,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005
Jul,10,04:04:33,combo,cups,,cupsd shutdown succeeded
Jul,10,04:04:39,combo,cups,,cupsd startup succeeded
Jul,10,04:04:46,combo,syslogd 1.4.1,,restart.
Jul,10,07:24:24,combo,ftpd,29726,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
Jul,10,07:24:24,combo,ftpd,29725,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
Jul,10,07:24:24,combo,ftpd,29719,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
Jul,10,07:24:24,combo,ftpd,29723,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
Jul,10,07:24:24,combo,ftpd,29720,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
Jul,10,07:24:24,combo,ftpd,29717,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
Jul,10,07:24:24,combo,ftpd,29718,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
Jul,10,07:24:24,combo,ftpd,29724,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
Jul,10,07:24:24,combo,ftpd,29722,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
Jul,10,07:24:24,combo,ftpd,29727,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
Jul,10,07:24:24,combo,ftpd,29721,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005
Jul,10,07:24:34,combo,ftpd,29728,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
Jul,10,07:24:34,combo,ftpd,29730,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
Jul,10,07:24:34,combo,ftpd,29731,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
Jul,10,07:24:34,combo,ftpd,29732,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
Jul,10,07:24:34,combo,ftpd,29729,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
Jul,10,07:24:34,combo,ftpd,29733,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
Jul,10,07:24:34,combo,ftpd,29734,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
Jul,10,07:24:34,combo,ftpd,29737,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
Jul,10,07:24:34,combo,ftpd,29738,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
Jul,10,07:24:34,combo,ftpd,29739,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
Jul,10,07:24:34,combo,ftpd,29735,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
Jul,10,07:24:34,combo,ftpd,29736,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005
Jul,10,13:17:22,combo,ftpd,30278,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30276,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30277,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30292,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30293,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30279,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30280,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30295,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30281,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30282,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30288,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30284,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30290,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30294,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30296,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30283,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30285,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30289,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30286,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30297,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30287,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30298,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,10,13:17:22,combo,ftpd,30291,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005
Jul,11,11:33:17,combo,gdm-binary,2803,Couldn't authenticate user
Jul,15,23:42:43,combo,ftpd,15339,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15337,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15334,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15335,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15338,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15336,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15341,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15340,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15327,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15333,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15323,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15330,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15322,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15324,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15329,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15332,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15328,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15321,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15326,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15325,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:43,combo,ftpd,15331,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005
Jul,15,23:42:44,combo,ftpd,15342,connection from 211.107.232.1 () at Fri Jul 15 23:42:44 2005
Jul,16,08:14:04,combo,ftpd,17669,connection from 212.65.68.82 () at Sat Jul 16 08:14:04 2005
Jul,16,08:14:04,combo,ftpd,17670,connection from 212.65.68.82 () at Sat Jul 16 08:14:04 2005
Jul,16,08:14:04,combo,ftpd,17667,connection from 212.65.68.82 () at Sat Jul 16 08:14:04 2005
Jul,16,08:14:07,combo,ftpd,17673,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17668,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17671,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17681,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17680,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17672,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17687,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17678,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17675,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17688,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17677,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17682,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17683,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17684,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17685,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17686,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17676,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17674,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17689,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,16,08:14:07,combo,ftpd,17679,connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005
Jul,17,04:06:32,combo,ftpd,19675,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 04:06:32 2005
Jul,17,04:06:32,combo,ftpd,19674,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 04:06:32 2005
Jul,17,04:08:10,combo,cups,,cupsd shutdown succeeded
Jul,17,04:08:16,combo,cups,,cupsd startup succeeded
Jul,17,04:08:23,combo,syslogd 1.4.1,,restart.
Jul,17,06:13:37,combo,ftpd,23574,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:37,combo,ftpd,23575,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:37,combo,ftpd,23573,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:37,combo,ftpd,23572,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:37,combo,ftpd,23578,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:37,combo,ftpd,23577,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:37,combo,ftpd,23571,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:37,combo,ftpd,23576,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:37,combo,ftpd,23564,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:37,combo,ftpd,23560,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:37,combo,ftpd,23570,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:37,combo,ftpd,23568,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:37,combo,ftpd,23565,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:37,combo,ftpd,23566,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005
Jul,17,06:13:38,combo,ftpd,23562,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005
Jul,17,06:13:38,combo,ftpd,23567,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005
Jul,17,06:13:38,combo,ftpd,23563,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005
Jul,17,06:13:38,combo,ftpd,23561,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005
Jul,17,06:13:38,combo,ftpd,23569,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005
Jul,17,06:14:36,combo,ftpd,23579,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005
Jul,17,06:14:36,combo,ftpd,23580,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005
Jul,17,06:14:36,combo,ftpd,23581,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005
Jul,17,06:14:36,combo,ftpd,23582,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005
Jul,17,06:14:36,combo,ftpd,23583,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005
Jul,17,06:14:36,combo,ftpd,23584,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005
Jul,17,06:14:36,combo,ftpd,23586,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005
Jul,17,06:14:36,combo,ftpd,23585,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005
Jul,17,06:14:36,combo,ftpd,23587,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005
Jul,17,06:14:36,combo,ftpd,23588,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005
Jul,17,06:14:36,combo,ftpd,23589,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005
Jul,17,08:06:12,combo,ftpd,23777,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23779,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23778,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23780,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23781,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23782,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23783,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
