Logrecord,Date,Time,Pid,Level,Component,ADDR,Content
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.220,2931,INFO,nova.compute.claims,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.221,2931,INFO,nova.compute.claims,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Total memory: 64172 MB, used: 512.00 MB"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.223,2931,INFO,nova.compute.claims,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Total disk: 15 GB, used: 0.00 GB"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.224,2931,INFO,nova.compute.claims,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] disk limit not specified, defaulting to unlimited"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.260,2931,INFO,nova.compute.claims,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Claim successful
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:31.011,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] VM Started (Lifecycle Event)
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:31.202,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] During sync_power_state the instance has a pending task (spawning). Skip.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:37.002,2931,INFO,nova.virt.libvirt.driver,-,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Instance spawned successfully.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:37.003,2931,INFO,nova.compute.manager,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Took 19.07 seconds to spawn the instance on the hypervisor.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:37.133,2931,INFO,nova.compute.manager,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Took 19.92 seconds to build instance.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:44.908,2931,INFO,nova.virt.libvirt.driver,req-c6d4eab2-e008-4384-a149-8ff001ca4cb6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Deleting instance files /var/lib/nova/instances/7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5_del
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:44.910,2931,INFO,nova.virt.libvirt.driver,req-c6d4eab2-e008-4384-a149-8ff001ca4cb6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Deletion of /var/lib/nova/instances/7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5_del complete
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:45.565,2931,INFO,nova.compute.manager,req-c6d4eab2-e008-4384-a149-8ff001ca4cb6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Took 0.54 seconds to deallocate network for instance.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:57.509,2931,INFO,nova.compute.claims,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:57.510,2931,INFO,nova.compute.claims,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Total memory: 64172 MB, used: 512.00 MB"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:57.512,2931,INFO,nova.compute.claims,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Total disk: 15 GB, used: 0.00 GB"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:57.512,2931,INFO,nova.compute.claims,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] disk limit not specified, defaulting to unlimited"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:57.551,2931,INFO,nova.compute.claims,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Claim successful
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:11.255,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] VM Started (Lifecycle Event)
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:11.456,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] During sync_power_state the instance has a pending task (spawning). Skip.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:18.473,2931,INFO,nova.virt.libvirt.driver,-,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Instance spawned successfully.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:18.473,2931,INFO,nova.compute.manager,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Took 20.35 seconds to spawn the instance on the hypervisor.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:18.614,2931,INFO,nova.compute.manager,req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Took 21.11 seconds to build instance.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:26.853,2931,INFO,nova.virt.libvirt.driver,req-7c98765b-5005-4eb1-b863-0e66d8c312c4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Deleting instance files /var/lib/nova/instances/af5f7392-f7d4-4298-b647-c98924c64aa1_del
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:26.855,2931,INFO,nova.virt.libvirt.driver,req-7c98765b-5005-4eb1-b863-0e66d8c312c4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Deletion of /var/lib/nova/instances/af5f7392-f7d4-4298-b647-c98924c64aa1_del complete
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:27.457,2931,INFO,nova.compute.manager,req-7c98765b-5005-4eb1-b863-0e66d8c312c4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Took 0.48 seconds to deallocate network for instance.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:39.301,2931,INFO,nova.compute.claims,req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:39.301,2931,INFO,nova.compute.claims,req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Total memory: 64172 MB, used: 512.00 MB"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:39.302,2931,INFO,nova.compute.claims,req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Total disk: 15 GB, used: 0.00 GB"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:39.303,2931,INFO,nova.compute.claims,req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] disk limit not specified, defaulting to unlimited"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:39.339,2931,INFO,nova.compute.claims,req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Claim successful
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:52.697,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] VM Started (Lifecycle Event)
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:04:52.893,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] During sync_power_state the instance has a pending task (spawning). Skip.
nova-scheduler.log.1.2017-05-16_13:53:08,2017-05-16,00:04:59.397,25998,INFO,nova.scheduler.host_manager,req-8ac8250d-9ea8-45a4-b1d5-c19ea4219fed - - - - -,The instance sync for host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us' did not match. Re-created its InstanceList.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:00.012,2931,INFO,nova.virt.libvirt.driver,-,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Instance spawned successfully.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:00.012,2931,INFO,nova.compute.manager,req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Took 20.09 seconds to spawn the instance on the hypervisor.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:00.183,2931,INFO,nova.compute.manager,req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Took 20.89 seconds to build instance.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:08.735,2931,INFO,nova.virt.libvirt.driver,req-d20b3fad-09d8-47c2-81f2-8b392fdbfbd5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Deleting instance files /var/lib/nova/instances/ae3a1b5d-eec1-45bb-b76a-c59d83b1471f_del
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:08.737,2931,INFO,nova.virt.libvirt.driver,req-d20b3fad-09d8-47c2-81f2-8b392fdbfbd5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Deletion of /var/lib/nova/instances/ae3a1b5d-eec1-45bb-b76a-c59d83b1471f_del complete
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:09.309,2931,INFO,nova.compute.manager,req-d20b3fad-09d8-47c2-81f2-8b392fdbfbd5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Took 0.45 seconds to deallocate network for instance.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:21.240,2931,INFO,nova.compute.claims,req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:21.241,2931,INFO,nova.compute.claims,req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Total memory: 64172 MB, used: 512.00 MB"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:21.242,2931,INFO,nova.compute.claims,req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Total disk: 15 GB, used: 0.00 GB"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:21.242,2931,INFO,nova.compute.claims,req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] disk limit not specified, defaulting to unlimited"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:21.281,2931,INFO,nova.compute.claims,req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Claim successful
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:34.911,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] VM Started (Lifecycle Event)
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:35.105,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] During sync_power_state the instance has a pending task (spawning). Skip.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:41.236,2931,INFO,nova.virt.libvirt.driver,-,[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Instance spawned successfully.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:41.236,2931,INFO,nova.compute.manager,req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Took 19.37 seconds to spawn the instance on the hypervisor.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:41.371,2931,INFO,nova.compute.manager,req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Took 20.14 seconds to build instance.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:49.129,2931,INFO,nova.virt.libvirt.driver,req-31453286-67b1-4c86-89bc-445a668da2d9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Deleting instance files /var/lib/nova/instances/43204226-2f87-4da7-b7ee-4d20cc66e846_del
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:49.131,2931,INFO,nova.virt.libvirt.driver,req-31453286-67b1-4c86-89bc-445a668da2d9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Deletion of /var/lib/nova/instances/43204226-2f87-4da7-b7ee-4d20cc66e846_del complete
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:05:49.714,2931,INFO,nova.compute.manager,req-31453286-67b1-4c86-89bc-445a668da2d9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Took 0.46 seconds to deallocate network for instance.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:01.609,2931,INFO,nova.compute.claims,req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:01.609,2931,INFO,nova.compute.claims,req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Total memory: 64172 MB, used: 512.00 MB"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:01.610,2931,INFO,nova.compute.claims,req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Total disk: 15 GB, used: 0.00 GB"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:01.611,2931,INFO,nova.compute.claims,req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] disk limit not specified, defaulting to unlimited"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:01.647,2931,INFO,nova.compute.claims,req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Claim successful
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:15.870,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] VM Started (Lifecycle Event)
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:16.048,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] During sync_power_state the instance has a pending task (spawning). Skip.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.565,2931,INFO,nova.virt.libvirt.driver,-,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Instance spawned successfully.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.566,2931,INFO,nova.compute.manager,req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Took 20.32 seconds to spawn the instance on the hypervisor.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.709,2931,INFO,nova.compute.manager,req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Took 21.11 seconds to build instance.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:30.863,2931,INFO,nova.virt.libvirt.driver,req-79fc63ab-432b-40e7-b612-fe4bb62bb25f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Deleting instance files /var/lib/nova/instances/fecdd5a9-3ca0-4c82-9336-63b7774f738e_del
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:30.865,2931,INFO,nova.virt.libvirt.driver,req-79fc63ab-432b-40e7-b612-fe4bb62bb25f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Deletion of /var/lib/nova/instances/fecdd5a9-3ca0-4c82-9336-63b7774f738e_del complete
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:31.538,2931,INFO,nova.compute.manager,req-79fc63ab-432b-40e7-b612-fe4bb62bb25f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Took 0.54 seconds to deallocate network for instance.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:43.297,2931,INFO,nova.compute.claims,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:43.298,2931,INFO,nova.compute.claims,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Total memory: 64172 MB, used: 512.00 MB"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:43.298,2931,INFO,nova.compute.claims,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Total disk: 15 GB, used: 0.00 GB"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:43.299,2931,INFO,nova.compute.claims,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] disk limit not specified, defaulting to unlimited"
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:43.333,2931,INFO,nova.compute.claims,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Claim successful
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:56.714,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] VM Started (Lifecycle Event)
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:56.905,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] During sync_power_state the instance has a pending task (spawning). Skip.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:03.945,2931,INFO,nova.virt.libvirt.driver,-,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Instance spawned successfully.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:03.945,2931,INFO,nova.compute.manager,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Took 20.03 seconds to spawn the instance on the hypervisor.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:04.084,2931,INFO,nova.compute.manager,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Took 20.80 seconds to build instance.
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:12.634,2931,INFO,nova.virt.libvirt.driver,req-74b000e1-54e1-4761-ba25-545a517f42f9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Deleting instance files /var/lib/nova/instances/63a0d960-70b6-44c6-b606-491478a5cadf_del
nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:12.637,2931,INFO,nova.virt.libvirt.driver,req-74b000e1-54e1-4761-ba25-545a517f42f9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Deletion of /var/lib/nova/instances/63a0d960-70b6-44c6-b606-491478a5cadf_del complete
