Time,Component,Pid,Content,EventId
20171223-22:24:22:165,Step_LSC,30002312,onExtend:1514039059000 0 0 0,3e662616
20171223-22:24:22:207,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706526,c68fe76b
20171223-22:24:22:310,Step_LSC,30002312,onExtend:1514039062000 0 0 0,3e662616
20171223-22:24:22:516,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706835,494b61a0
20171223-22:24:51:892,Step_LSC,30002312,onExtend:1514039091000 0 0 5,3e662616
20171223-22:24:52:185,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27736503,df238bda
20171223-22:24:53:897,Step_LSC,30002312,onExtend:1514039093000 0 0 0,3e662616
20171223-22:24:54:186,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27738504,f84aac1d
20171223-22:24:58:890,Step_LSC,30002312,onExtend:1514039098000 0 0 5,3e662616
20171223-22:24:59:191,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27743510,53df3215
20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039112000 0 0 5,3e662616
20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039172000 0 0 5,3e662616
20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039232000 0 0 5,3e662616
20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039292000 0 0 5,3e662616
20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039352000 0 0 5,3e662616
20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039412000 0 0 0,3e662616
20171223-22:30:24:28,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068346,1cf025d7
20171223-22:30:24:132,Step_LSC,30002312,onExtend:1514039424000 0 0 0,3e662616
20171223-22:30:24:348,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068666,2382a92b
20171223-22:31:31:940,Step_LSC,30002312,onExtend:1514039492000 0 0 5,3e662616
20171223-22:31:32:226,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28136544,6524fe32
20171223-22:31:59:620,Step_LSC,30002312,onExtend:1514039515000 0 0 0,3e662616
20171223-22:31:59:620,Step_LSC,30002312,onExtend:1514039575000 0 0 0,3e662616
20171223-22:31:59:621,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28163940,4e84078b
20171223-22:31:59:725,Step_LSC,30002312,onExtend:1514039520000 0 0 0,3e662616
20171223-22:31:59:725,Step_LSC,30002312,"timeStamp back,extendReportTimeStamp=1514039575000",5c7637ce
20171223-22:31:59:957,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28164276,2475596e
20171223-22:32:28:791,HiH_HiSyncControl,30002312,startTimer start autoSync,3ba40b70
20171223-22:32:28:796,HiH_HiSyncControl,30002312,stepSyncOrNot appSynTimes is 0,9b0d93a6
20171223-22:32:28:801,HiH_HiBroadcastUtil,30002312,sendSyncFailedBroadcast,8764d489
20171223-22:33:9:938,Step_LSC,30002312,onExtend:1514039590000 0 0 5,3e662616
20171223-22:33:10:229,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28234547,8d1d93ff
20171223-22:33:46:279,Step_LSC,30002312,onExtend:1514039626000 0 0 0,3e662616
20171223-22:33:46:304,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270623,98c8b747
20171223-22:33:46:406,Step_LSC,30002312,onExtend:1514039626000 0 0 0,3e662616
20171223-22:33:46:616,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270935,f6baec14
20171223-22:37:14:951,Step_LSC,30002312,onExtend:1514039834000 0 0 5,3e662616
20171223-22:37:15:240,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039760000##7189##549659##8661##16256##28479559,ddd3ce33
20171223-22:39:25:264,Step_LSC,30002312,onExtend:1514039857000 0 0 5,3e662616
20171223-22:39:25:265,Step_LSC,30002312,onExtend:1514039917000 0 0 5,3e662616
20171223-22:39:25:265,Step_LSC,30002312,onExtend:1514039977000 0 0 0,3e662616
20171223-22:39:25:302,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609620,f6873e23
20171223-22:39:25:406,Step_LSC,30002312,onExtend:1514039965000 0 0 0,3e662616
20171223-22:39:25:614,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609933,95538643
20171223-22:45:48:970,Step_LSC,30002312,onExtend:1514040348000 0 0 5,3e662616
20171223-22:45:49:259,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28993578,ee96b38d
20171223-22:45:54:974,Step_LSC,30002312,onExtend:1514040354000 0 0 0,3e662616
20171223-22:45:55:257,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28999575,60fbe948
20171223-22:51:2:978,Step_LSC,30002312,onExtend:1514040662000 0 0 5,3e662616
20171223-22:51:3:266,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29307585,01a78960
20171223-22:51:37:260,Step_LSC,30002312,onExtend:1514040697000 0 0 0,3e662616
20171223-22:51:37:293,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341612,4666feb3
20171223-22:51:37:394,Step_LSC,30002312,onExtend:1514040697000 0 0 0,3e662616
20171223-22:51:37:608,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341927,6837c17e
20171223-22:51:40:340,Step_LSC,30002312,onExtend:1514040700000 0 0 0,3e662616
20171223-22:51:40:632,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29344951,c93c2fac
20171223-22:51:48:993,Step_LSC,30002312,onExtend:1514040708000 0 0 5,3e662616
20171223-22:51:49:283,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29353602,a7700609
20171223-22:52:45:415,Step_LSC,30002312,onExtend:1514040766000 0 0 5,3e662616
20171223-22:52:45:487,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29409806,8e776ad8
20171223-22:52:45:588,Step_LSC,30002312,onExtend:1514040766000 0 0 5,3e662616
20171223-22:52:45:802,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410120,1f9289bd
20171223-22:52:45:987,Step_LSC,30002312,onExtend:1514040766000 0 0 0,3e662616
20171223-22:52:46:287,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410605,2b5851da
20171223-22:52:51:993,Step_LSC,30002312,onExtend:1514040772000 0 0 5,3e662616
20171223-22:52:52:288,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29416607,28d2d866
20171223-22:53:1:185,Step_LSC,30002312,onExtend:1514040776000 0 0 5,3e662616
20171223-22:53:1:185,Step_LSC,30002312,onExtend:1514040836000 0 0 0,3e662616
20171223-22:53:1:215,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425533,82fb2433
20171223-22:53:1:320,Step_LSC,30002312,onExtend:1514040781000 0 0 0,3e662616
20171223-22:53:1:529,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425847,ea2c22c6
20171223-22:53:7:6,Step_LSC,30002312,onExtend:1514040786000 0 0 5,3e662616
20171223-22:53:7:299,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29431618,45c6a6df
20171223-22:53:12:704,Step_LSC,30002312,onExtend:1514040793000 0 0 5,3e662616
20171223-22:53:12:718,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29437037,7dc8bc7c
20171223-22:53:12:820,Step_LSC,30002312,onExtend:1514040793000 0 0 5,3e662616
20171223-22:53:13:16,Step_LSC,30002312,onExtend:1514040793000 0 0 0,3e662616
20171223-22:53:13:39,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29437358,fa9e9160
20171223-22:54:55:29,Step_LSC,30002312,onExtend:1514040895000 0 0 5,3e662616
20171223-22:54:55:331,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040780000##7189##549659##8661##16256##29539649,f2e7fbb5
20171223-22:55:55:702,Step_LSC,30002312,onExtend:1514040956000 0 0 5,3e662616
20171223-22:55:55:735,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040840000##7189##549659##8661##16256##29600053,2f65c0e3
20171223-22:55:55:835,Step_LSC,30002312,onExtend:1514040956000 0 0 5,3e662616
20171223-22:55:56:27,Step_LSC,30002312,onExtend:1514040956000 0 0 0,3e662616
20171223-22:55:56:53,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040840000##7189##549659##8661##16256##29600372,e7f4349f
20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514040966000 0 0 5,3e662616
20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041026000 0 0 5,3e662616
20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041086000 0 0 5,3e662616
20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041146000 0 0 5,3e662616
20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041206000 0 0 5,3e662616
20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041266000 0 0 5,3e662616
20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041326000 0 0 5,3e662616
20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041386000 0 0 5,3e662616
20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041446000 0 0 5,3e662616
20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041506000 0 0 5,3e662616
20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041566000 0 0 5,3e662616
20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041626000 0 0 5,3e662616
20171223-23:7:6:126,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30270445,2ca6c1d9
20171223-23:7:6:232,Step_LSC,30002312,onExtend:1514041627000 0 0 5,3e662616
20171223-23:7:6:446,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30270764,fd119f19
20171223-23:7:7:71,Step_LSC,30002312,onExtend:1514041627000 0 0 0,3e662616
20171223-23:7:7:374,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30271693,b1214232
20171223-23:7:50:264,Step_LSC,30002312,getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501,d67137ee
20171223-23:7:50:267,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30314585,cbe37772
20171223-23:7:51:228,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30315546,09200e18
20171223-23:8:9:235,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041620000##7189##549659##8661##16256##30333554,b65b1849
20171223-23:8:19:116,Step_LSC,30002312,onExtend:1514041699000 0 0 5,3e662616
20171223-23:8:19:404,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041620000##7189##549659##8661##16256##30343722,8d508e2c
20171223-23:14:24:384,Step_LSC,30002312,onExtend:1514041722000 0 0 5,3e662616
20171223-23:14:24:384,Step_LSC,30002312,onExtend:1514041782000 0 0 5,3e662616
20171223-23:14:24:384,Step_LSC,30002312,onExtend:1514041842000 0 0 5,3e662616
20171223-23:14:24:384,Step_LSC,30002312,onExtend:1514041902000 0 0 5,3e662616
20171223-23:14:24:384,Step_LSC,30002312,onExtend:1514041962000 0 0 5,3e662616
20171223-23:14:24:384,Step_LSC,30002312,onExtend:1514042022000 0 0 5,3e662616
20171223-23:14:24:384,Step_LSC,30002312,onExtend:1514042082000 0 0 5,3e662616
20171223-23:14:24:391,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7189##549659##8661##16256##30708710,dd9e9246
20171223-23:14:24:499,Step_LSC,30002312,onExtend:1514042064000 0 0 5,3e662616
20171223-23:14:24:711,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7189##549659##8661##16256##30709030,5b549a21
20171223-23:14:25:113,Step_LSC,30002312,onExtend:1514042064000 0 0 0,3e662616
20171223-23:14:25:408,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7189##549659##8661##16256##30709727,bab11dc4
20171223-23:14:42:620,Step_LSC,30002312,onExtend:1514042082000 2 0 0,3e662616
20171223-23:14:42:910,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7191##549659##8661##16256##30727229,789969cb
20171223-23:14:43:122,Step_LSC,30002312,onExtend:1514042082000 1 0 4,3e662616
20171223-23:14:43:414,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7192##549659##8661##16256##30727733,fc3bf880
20171223-23:14:43:622,Step_LSC,30002312,onExtend:1514042083000 1 0 4,3e662616
20171223-23:14:43:914,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7193##549659##8661##16256##30728232,4b04e276
20171223-23:14:44:118,Step_LSC,30002312,onExtend:1514042083000 3 0 4,3e662616
20171223-23:14:44:410,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7196##549659##8661##16256##30728728,33f60d7d
20171223-23:14:44:617,Step_LSC,30002312,onExtend:1514042084000 2 0 4,3e662616
20171223-23:14:44:914,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7198##549659##8661##16256##30729233,9f2bcda7
20171223-23:14:45:118,Step_LSC,30002312,onExtend:1514042084000 2 0 4,3e662616
20171223-23:14:45:414,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7200##549659##8661##16256##30729733,c7d89996
20171223-23:14:45:618,Step_LSC,30002312,onExtend:1514042085000 2 0 4,3e662616
20171223-23:14:45:909,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7202##549659##8661##16256##30730227,9a797011
20171223-23:14:46:115,Step_LSC,30002312,onExtend:1514042085000 3 0 4,3e662616
20171223-23:14:46:409,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7205##549659##8661##16256##30730728,d992b919
20171223-23:14:46:618,Step_LSC,30002312,onExtend:1514042086000 3 0 4,3e662616
20171223-23:14:46:914,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7208##549659##8661##16256##30731232,fe47db87
20171223-23:14:47:118,Step_LSC,30002312,onExtend:1514042086000 3 0 4,3e662616
20171223-23:14:47:412,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7211##549659##8661##16256##30731730,ee8655c1
20171223-23:14:48:117,Step_LSC,30002312,onExtend:1514042087000 1 0 4,3e662616
20171223-23:14:48:410,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7212##549659##8661##16256##30732729,fcfc0b45
20171223-23:14:48:618,Step_LSC,30002312,onExtend:1514042088000 2 0 4,3e662616
20171223-23:14:48:907,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7214##549659##8661##16256##30733226,2f983375
20171223-23:14:52:125,Step_LSC,30002312,onExtend:1514042091000 0 0 0,3e662616
20171223-23:14:52:411,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041980000##7214##549659##8661##16256##30736730,9f17cd08
20171223-23:16:23:120,Step_LSC,30002312,onExtend:1514042182000 0 0 5,3e662616
20171223-23:16:23:411,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514042100000##7214##549659##8661##16256##30827730,ca40d105
20171223-23:17:40:780,Step_LSC,30002312,onExtend:1514042205000 0 0 5,3e662616
20171223-23:17:40:780,Step_LSC,30002312,onExtend:1514042265000 0 0 0,3e662616
20171223-23:17:40:996,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30905315,68827bb1
20171223-23:17:41:100,Step_LSC,30002312,onExtend:1514042261000 0 0 0,3e662616
20171223-23:17:41:306,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30905625,e3be125d
20171223-23:17:41:694,Step_LSC,30002312,onExtend:1514042262000 0 0 0,3e662616
20171223-23:17:41:991,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30906310,dd93492f
20171223-23:17:42:93,Step_LSC,30002312,onExtend:1514042262000 0 0 0,3e662616
20171223-23:17:42:392,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30906710,e149cc05
20171223-23:19:20:149,Step_LSC,30002312,onExtend:1514042360000 0 0 5,3e662616
20171223-23:19:20:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514042280000##7214##549659##8661##16256##31004759,580471f9
20171223-23:19:21:148,Step_LSC,30002312,onExtend:1514042361000 0 0 0,3e662616
20171223-23:19:21:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514042280000##7214##549659##8661##16256##31005759,2ea9f717
20171223-23:23:15:149,Step_LSC,30002312,onExtend:1514042595000 0 0 5,3e662616
20171223-23:23:15:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514042520000##7214##549659##8661##16256##31239760,a9983095
20171223-23:23:19:149,Step_LSC,30002312,onExtend:1514042599000 0 0 0,3e662616
20171223-23:23:19:447,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514042520000##7214##549659##8661##16256##31243766,8f472893
20171223-23:29:4:145,Step_LSC,30002312,onExtend:1514042944000 0 0 5,3e662616
20171223-23:29:4:438,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514042880000##7214##549659##8661##16256##31588757,2f3d2efc
20171223-23:29:5:148,Step_LSC,30002312,onExtend:1514042945000 0 0 0,3e662616
20171223-23:29:5:438,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514042880000##7214##549659##8661##16256##31589757,708b66f4
20171223-23:32:28:796,HiH_HiBroadcastUtil,30002312,sendSyncFailedBroadcast,8764d489
20171223-23:37:14:147,Step_LSC,30002312,onExtend:1514043434000 0 0 5,3e662616
20171223-23:37:14:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043360000##7214##549659##8661##16256##32078759,8468c36c
20171223-23:37:16:149,Step_LSC,30002312,onExtend:1514043436000 0 0 0,3e662616
20171223-23:37:16:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043360000##7214##549659##8661##16256##32080760,7cf8c583
20171223-23:40:10:150,Step_LSC,30002312,onExtend:1514043610000 0 0 5,3e662616
20171223-23:40:10:446,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043540000##7214##549659##8661##16256##32254765,49f68ec6
20171223-23:40:14:153,Step_LSC,30002312,onExtend:1514043614000 0 0 0,3e662616
20171223-23:40:14:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043540000##7214##549659##8661##16256##32258759,6b8a33fe
20171223-23:42:38:915,Step_LSC,30002312,onExtend:1514043759000 0 0 0,3e662616
20171223-23:42:39:207,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043660000##7214##549659##8661##16256##32403526,04e282db
20171223-23:46:7:148,Step_LSC,30002312,onExtend:1514043967000 0 0 5,3e662616
20171223-23:46:7:444,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043900000##7214##549659##8661##16256##32611763,2218f926
20171223-23:46:14:150,Step_LSC,30002312,onExtend:1514043974000 0 0 0,3e662616
20171223-23:46:14:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043900000##7214##549659##8661##16256##32618758,86a4c277
20171223-23:50:48:414,Step_LSC,30002312,onExtend:1514044249000 0 0 0,3e662616
20171223-23:50:48:708,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044140000##7214##549659##8661##16256##32893026,41be5d53
20171223-23:52:57:155,Step_LSC,30002312,onExtend:1514044377000 0 0 5,3e662616
20171223-23:52:57:444,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044260000##7214##549659##8661##16256##33021763,55efcd44
20171223-23:53:0:147,Step_LSC,30002312,onExtend:1514044380000 0 0 0,3e662616
20171223-23:53:0:442,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33024761,383dcb70
20171223-23:53:15:153,Step_LSC,30002312,onExtend:1514044395000 0 0 5,3e662616
20171223-23:53:15:439,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33039758,21e0b958
20171223-23:53:17:156,Step_LSC,30002312,onExtend:1514044397000 0 0 0,3e662616
20171223-23:53:17:444,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33041763,f488f506
20171223-23:53:25:146,Step_LSC,30002312,onExtend:1514044405000 0 0 5,3e662616
20171223-23:53:25:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33049759,3bc39cbb
20171223-23:53:31:151,Step_LSC,30002312,onExtend:1514044411000 0 0 0,3e662616
20171223-23:53:31:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33055760,3b3d281c
20171223-23:53:40:152,Step_LSC,30002312,onExtend:1514044420000 0 0 5,3e662616
20171223-23:53:40:448,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33064766,cb756db0
20171223-23:53:42:149,Step_LSC,30002312,onExtend:1514044422000 0 0 0,3e662616
20171223-23:53:42:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33066759,5b44466e
20171223-23:53:51:153,Step_LSC,30002312,onExtend:1514044431000 0 0 5,3e662616
20171223-23:53:51:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33075759,b4864268
20171223-23:53:57:153,Step_LSC,30002312,onExtend:1514044437000 0 0 0,3e662616
20171223-23:53:57:446,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33081765,23e0381b
20171223-23:54:28:160,Step_LSC,30002312,onExtend:1514044468000 0 0 5,3e662616
20171223-23:54:28:452,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33112771,b118e539
20171223-23:54:29:149,Step_LSC,30002312,onExtend:1514044469000 0 0 0,3e662616
20171223-23:54:29:439,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33113758,5fe3b784
20171223-23:54:34:147,Step_LSC,30002312,onExtend:1514044474000 0 0 5,3e662616
20171223-23:54:34:439,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33118758,08d7787b
20171223-23:54:35:147,Step_LSC,30002312,onExtend:1514044475000 0 0 0,3e662616
20171223-23:54:35:442,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33119761,2f61385b
20171223-23:54:45:151,Step_LSC,30002312,onExtend:1514044485000 0 0 5,3e662616
20171223-23:54:45:449,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33129767,ff0beb79
20171223-23:54:47:155,Step_LSC,30002312,onExtend:1514044487000 0 0 0,3e662616
20171223-23:54:47:454,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33131773,5581a385
20171223-23:54:54:163,Step_LSC,30002312,onExtend:1514044494000 0 0 5,3e662616
20171223-23:54:54:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33138759,dee90573
20171223-23:54:56:157,Step_LSC,30002312,onExtend:1514044496000 0 0 0,3e662616
20171223-23:54:56:452,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33140770,225e0290
20171223-23:55:24:150,Step_LSC,30002312,onExtend:1514044524000 0 0 5,3e662616
20171223-23:55:24:443,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044440000##7214##549659##8661##16256##33168762,a59f9168
20171223-23:55:25:147,Step_LSC,30002312,onExtend:1514044525000 0 0 0,3e662616
20171223-23:55:25:442,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044440000##7214##549659##8661##16256##33169760,dd528839
20171223-23:56:12:161,Step_LSC,30002312,onExtend:1514044572000 0 0 5,3e662616
20171223-23:56:12:449,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33216767,19bc5fc2
20171223-23:56:13:150,Step_LSC,30002312,onExtend:1514044573000 0 0 0,3e662616
20171223-23:56:13:445,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33217764,c43244e7
20171223-23:56:28:145,Step_LSC,30002312,onExtend:1514044588000 0 0 5,3e662616
20171223-23:56:28:444,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33232763,d9319115
20171223-23:56:35:152,Step_LSC,30002312,onExtend:1514044595000 0 0 0,3e662616
20171223-23:56:35:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33239758,2eb9e5e4
20171223-23:57:34:156,Step_LSC,30002312,onExtend:1514044654000 0 0 5,3e662616
20171223-23:57:34:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044560000##7214##549659##8661##16256##33298759,e5a2c440
20171223-23:57:42:147,Step_LSC,30002312,onExtend:1514044662000 0 0 0,3e662616
20171223-23:57:42:444,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044560000##7214##549659##8661##16256##33306763,20087c9e
20171224-0:0:0:216,Step_StandStepDataManager,30002312,theDayChanged 1514044800216,e1fe8d25
20171224-0:0:0:218,Step_StandStepDataManager,30002312,initEnviroument,e788f919
20171224-0:0:0:218,Step_SPUtils,30002312,getStepCounterStatus,3244bf49
20171224-0:0:0:218,Step_SPUtils,30002312, getStepCounterStatus= true,ff55d254
20171224-0:0:0:218,Step_StandStepCounter,30002312,reStartStepCounter,86bcfaea
20171224-0:0:0:226,Step_StandStepCounter,30002312,registersensorsuccess: true,c1f5e07f
20171224-0:0:0:227,Step_DataCache,30002312,clear(),3616b800
20171224-0:0:0:228,Step_SPUtils,30002312, getTodayBasicStandardSteps= 1514018661124##0##3428,40f31420
20171224-0:0:0:229,Step_StandStepDataManager,30002312,tryToRecordAsBasicStepData bWrite true,00d03c97
20171224-0:0:0:229,Step_SPUtils,30002312, getDiffTotalSteps= 1513958400215##0,aa1d16b4
20171224-0:0:0:229,Step_SPUtils,30002312,setBasicStandardSteps basicStandardStep=3786 restartSteps=0,9adf04b9
20171224-0:0:0:232,Step_SPUtils,30002312,setDiffTotalSteps=0,ce69c5e2
20171224-0:0:0:234,Step_StandStepDataManager,30002312,tryToReloadTodayBasicSteps1514044800223|3786|0|0,71ffe66c
20171224-0:0:0:234,Step_StandStepDataManager,30002312,reload : 3786 restar 0,8b3a278c
20171224-0:0:0:234,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444553,82a1456b
20171224-0:0:0:236,Step_StandReportReceiver,30002312,REPORT : 0 0 0 0,5cdf7db4
20171224-0:0:0:237,Step_HGNH,30002312,next day:steps0mLastReport7214,46056afe
20171224-0:0:0:237,Step_SPUtils,30002312,setGoalNotifiShownRecord 1514044800237 false,9bf7cf41
20171224-0:0:0:240,Step_HGNH,30002312,closeNotification...,8e523808
